DrugMaster_ID	SourceSystem_Code	Drug_Code	DrugMaster_Code	Drug_Description	AltDrug_Description	Manufacturer_Name	Form_Code	Strength_Code	PackSize_Qty	OriginalDrug_Description	Universal_Code	GenericDrugType_Code	Schedule_Code	GenNHS_Code	Generic_Name	Type_Code	Class_Code	PBS_Code	PackMultiplier_Number	OverridePackSize_Qty	Processed	AutoDMC_Code	FailureType_Code	Created_DateTime	LastUpdate_DateTime	Mapped_DateTime	PBSItemValid					
485788	AMFAC	13824_28	!UNMAPPED	VISANNE TABLETS 2MG 28	DIENOGEST TABLETS 2MG 28	BN	TABLETS	2MG	28	VISANNE TABLETS 2MG 28	9310160822543	PRI	4	NULL	NULL	PRI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	30:38.9	33:33.3	NULL	0					
672815	AMFAC	14629_5	!UNMAPPED	MORPHINE JUNO AMPOULE 10MG/1ML 5	MORPHINE HCL AMPOULE 10MG/1ML 5	JU	AMPOULE	10MG/1ML	5	MORPHINE JUNO AMPOULE 10MG/1ML 5	9349029000099	ENT	8	NULL	NULL	ENT	NULL	10864T	NULL	NULL	NULL	NULL	NULL	01:55.1	34:36.4	NULL	1					
414396	AMFAC	4903_100	!UNMAPPED	BLANK S8 EXTEMP 1	SALICYLIC ACID OINTMENT	NULL	OINTMENT	NULL	100	BLANK S8 EXTEMP 1	NULL	REP	0	43G	43G	REP	NULL	NULL	NULL	NULL	NULL	NULL	NULL	45:16.4	32:00.6	NULL	0					
481215	AMFAC	8581_1	!UNMAPPED	BLANK S8 EXTEMP 1	VITAMIN D3 OIL 300,000IU	NULL	NULL	NULL	1	*  0	NULL	PRI	4	NULL	NULL	PRI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	02:42.8	37:03.4	NULL	0					
605482	AMFAC	B255-52E328BACCEB001C8B42F4469EA77FFD	!UNMAPPED	BUSHMAN CREAM 1	BUSHMAN CREAM 1	NULL	CREAM	NULL	0	BUSHMAN CREAM 1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:18.8	NULL	NULL	0					
672808	AMFAC	C500-79079FF596AF158D918DCFA343EEFC8B	!UNMAPPED	CM DRY TICKLY COUGH MIXTURE 5MG/5ML 200	CM DRY TICKLY COUGH MIXTURE 5MG/5ML LINCTUS 1	NULL	LINCTUS	NULL	0	CM DRY TICKLY COUGH MIXTURE 5MG/5ML 200	NULL	PRI	NULL	NULL	NULL	PRI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	48:31.0	NULL	NULL	0					
673481	AMFAC	F632-BCE3A1C5240E3FB6071B9D8E03AB7DA6	!UNMAPPED	FORTISIP COMPACT PROTEIN LIQUID 24	FORTISIP COMPACT PROTEIN LIQUID 3	NULL	LIQUID	NULL	0	FORTISIP COMPACT PROTEIN LIQUID 24	NULL	REP	NULL	NULL	NULL	REP	NULL	NULL	NULL	NULL	NULL	NULL	NULL	40:05.9	NULL	NULL	0					
672413	AMFAC	M162-5C33BF081BC27D5D9B30C1603DF862B6	!UNMAPPED	MUPIROCIN 15G OINTMENT 1	MUPIROCIN OINTMENT 15	NULL	OINTMENT	NULL	0	MUPIROCIN 15G OINTMENT 1	NULL	PRI	4	NULL	NULL	PRI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	03:22.8	NULL	NULL	0					
673265	AMFAC	M222-EB8EF671694AF9D0951D36C566E94A59	!UNMAPPED	MAXIGESIC TAB 24 PARACETAMOL 500MG/IB 24	MAXIGESIC TAB 24 TABLETS EC PARACETAMOL 500MG/IBUPROFEN150MG 24	NULL	TABLETS EC	PARACETAMOL 500MG/IBUPROFEN150MG	0	MAXIGESIC TAB 24 PARACETAMOL 500MG/IB 24	8902411113756	PRI	3	NULL	NULL	PRI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	15:27.7	NULL	NULL	0					
603983	AMFAC	I516-254DF6601EA4A3B5364A60CBFD357728	!UNMAPPED	IMIPRAMIN-NEURAXAPHARM TABLETS 25MG 100	IMIPRAMIN-NEURAXAPHARM TABLETS 25MG 50	AL	TABLETS	25MG	0	IMIPRAMIN-NEURAXAPHARM TABLETS 25MG 100	9323610010797	PRI	4	NULL	NULL	PRI	NULL	4233T	NULL	NULL	NULL	NULL	NULL	33:33.7	34:36.4	NULL	1					
603986	AMFAC	I516-9927913B64177241FA703991EF6B0F93	!UNMAPPED	IMIPRAMINE-NEURAXPHARM TABLETS 25 MG 100	IMIPRAMINE-NEURAXPHARM TABLETS 25 MG 50	NULL	TABLETS	25 MG	0	IMIPRAMINE-NEURAXPHARM TABLETS 25 MG 100	449059	PRI	4	NULL	NULL	PRI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	34:00.4	33:33.3	NULL	0					
672506	AMFAC	M314-289E4B03A636F6BE650FA981D1597655	!UNMAPPED	MUTAFLOR CAPSULES 100	MUTAFLOR CAPSULES 100	NULL	CAPSULES	NULL	0	MUTAFLOR CAPSULES 100	NULL	PRI	NULL	NULL	NULL	PRI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	40:45.6	NULL	NULL	0					
672830	AMFAC	M365-D867875758A064A16F51BBD42CFD9292	!UNMAPPED	MEDTRONIC PARADIGM QUICKLET 1	MEDTRONIC PARADIGM 4	NULL	NULL	NULL	0	MEDTRONIC PARADIGM QUICKLET 1	NULL	PRI	NULL	NULL	NULL	PRI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	30:56.2	NULL	NULL	0					
673488	AMFAC	M453-08BEFBE34C04BA9C077CB2D460E41D75	!UNMAPPED	MYLANTA DS 200MLS 1	MYLANTA DS 200MLS 2	NULL	NULL	NULL	0	MYLANTA DS 200MLS 1	NULL	PRI	NULL	NULL	NULL	PRI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	09:04.1	NULL	NULL	0					
672542	AMFAC	N115-EA539DEF96E0949AEBFE7DE7881EF22F	!UNMAPPED	NOVOFINE NEEDLES INJECTION 100	NOVOFINE NEEDLES INJECTION 100	NULL	INJECTION	NULL	0	NOVOFINE NEEDLES INJECTION 100	NULL	PRI	NULL	NULL	NULL	PRI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	23:07.4	NULL	NULL	0					
673682	AMFAC	O565-99C65223BAC3D8163D3FC53F2C80D6EC	!UNMAPPED	OMRON BLOOD/PRESSURE 7320 ULT PREMIUM 1	OMRON BLOOD/PRESSURE 7320 ULT PREMIUM 1	NULL	NULL	NULL	0	OMRON BLOOD/PRESSURE 7320 ULT PREMIUM 1	NULL	PRI	NULL	NULL	NULL	PRI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	41:43.5	NULL	NULL	0					
672425	AMFAC	P000-01A8D3B0D8A1337B69811D56F5AB3723	!UNMAPPED	PF CHESTY GOUGH MIXTURE 8MG/5ML 1	PF CHESTY GOUGH MIXTURE 8MG/5ML 1	P1	MIXTURE	8MG/5ML	0	PF CHESTY GOUGH MIXTURE 8MG/5ML 1	NULL	PRI	2	NULL	NULL	PRI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	21:34.9	NULL	NULL	0					
672426	AMFAC	P000-0B6E88E24A007941A61BAD3A07633ACC	!UNMAPPED	PF CLOTRIMAZOLE 50G CREAM 1% 1	PF CLOTRIMAZOLE 50G CREAM 1% 1	P1	CREAM	1%	0	PF CLOTRIMAZOLE 50G CREAM 1% 1	NULL	PRI	2	NULL	NULL	PRI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	21:34.9	NULL	NULL	0					
672427	AMFAC	P000-8791B5DCC08EF6A3F98DAA76991ABE1D	!UNMAPPED	PF CARDIO ASPIRIN TAB EC 100MG 84 1	PF CARDIO ASPIRIN TAB EC 100MG 84 1	NULL	NULL	NULL	0	PF CARDIO ASPIRIN TAB EC 100MG 84 1	NULL	PRI	NULL	NULL	NULL	PRI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	21:34.9	NULL	NULL	0					
672474	AMFAC	P000-9FD5E6B4D70E54A4A85402134A2A7618	!UNMAPPED	PF LORATADINE TABLETS 10MG 30	PF LORATADINE TABLETS 10MG 100	NULL	TABLETS	10MG	0	PF LORATADINE TABLETS 10MG 30	NULL	PRI	NULL	NULL	NULL	PRI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	27:54.7	22:33.7	NULL	0					
672428	AMFAC	P000-AADCA9327FB6416457831FB9FB952BF0	!UNMAPPED	PF MULTI-VITAMIN TABLETS 1	PF MULTI-VITAMIN TABLETS 1	P1	TABLETS	NULL	0	PF MULTI-VITAMIN TABLETS 1	NULL	PRI	NULL	NULL	NULL	PRI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	21:34.9	NULL	NULL	0					
672429	AMFAC	P000-C772DA0D7F8C60530692F2D11B6811F0	!UNMAPPED	PF VITAMIN D 90 TABLETS 1000UI 1	PF VITAMIN D 90 TABLETS 1000UI 1	NULL	TABLETS	1000UI	0	PF VITAMIN D 90 TABLETS 1000UI 1	NULL	PRI	NULL	NULL	NULL	PRI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	21:34.9	NULL	NULL	0					
672430	AMFAC	P000-DDCEECB561465765C7C5F2F977F77EEB	!UNMAPPED	PF COLD & FLU WITH BELADONNA 20 TAB 1	PF COLD & FLU WITH BELADONNA 20 TABLETS 1	NULL	TABLETS	NULL	0	PF COLD & FLU WITH BELADONNA 20 TAB 1	NULL	PRI	3R	NULL	NULL	PRI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	21:34.9	NULL	NULL	0					
673690	AMFAC	S326-6C0D8B80BDEB2FCEE8BD927A2480B2F1	!UNMAPPED	SUDOCREAM CREAM-PUMP 10	SUDOCREAM CREAM-PUMP 10	NULL	CREAM-PUMP	NULL	0	SUDOCREAM CREAM-PUMP 10	NULL	PRI	NULL	NULL	NULL	PRI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	36:37.0	NULL	NULL	0					
672453	AMFAC	T000-4B726503778E671437F5A5085368B01D	!UNMAPPED	TT380 STANDARD IMPLANT 380MM2 1	TT380 STANDARD IMPLANT 380MM2 1	NULL	IMPLANT	380MM2	0	TT380 STANDARD IMPLANT 380MM2 1	NULL	PRI	NULL	NULL	NULL	PRI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	23:01.7	NULL	NULL	0					
672443	AMFAC	T000-6A1810740B4F111D9599ADA1A7D7F084	!UNMAPPED	TT 380 IUD 1	TT 380 IUD 1	NULL	NULL	NULL	0	TT 380 IUD 1	NULL	PRI	NULL	NULL	NULL	PRI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	54:03.8	NULL	NULL	0					
672497	AQUARIUS	11113|40000	!UNMAPPED	NULL	NULL	XX	NULL	NULL	NULL	NULL	NULL	P	3	NULL	0	P	NULL	NULL	NULL	NULL	NULL	NULL	NULL	27:22.6	NULL	NULL	0					
583176	AQUARIUS	14646	!UNMAPPED	TACROLIMUS APO	TACROLIMUS	TX	CAP	500MCG	100	TACROLIMUS APO	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	TACR43	14	03:49.7	59:06.3	59:06.3	0					
589458	AQUARIUS	14648	!UNMAPPED	TACROLIMUS APO	TACROLIMUS	TX	CAP	500MCG	100	TACROLIMUS APO	9338475022021	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	TACR43	14	07:39.6	59:06.3	59:06.3	0					
583177	AQUARIUS	14649	TACR39	TACROLIMUS APO	TACROLIMUS	TX	CAP	1MG	100	TACROLIMUS APO	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	TACR39	14	03:49.7	59:06.3	59:06.3	0					
607182	AMFAC	M320-A8227E62C288D7D7B759B1AFF8A01C9D	!UNMAPPED	MEDICO PAK (WEEKLY) PACK 1	MEDICO PAK (WEEKLY) PACK 1	AL	PACK	30MG-500MG	0	CODAPANE FORTE TABLETS 30MG-500MG 20	9323610004642	PRI	4	NULL	NULL	PRI	NULL	3316M	NULL	NULL	NULL	NULL	NULL	41:48.7	34:36.4	NULL	1					
672803	AMFAC	M513-1D1ABA976AEF433A906694B1CC19CF38	!UNMAPPED	MENEVIT 90	MENEVIT 90	NULL	NULL	NULL	0	MENEVIT 90	NULL	PRI	NULL	NULL	NULL	PRI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	35:02.1	NULL	NULL	0					
672566	AMFAC	N235-BF438CC7436CBC2F7C829BBD1FAB7F38	!UNMAPPED	NICOTINAMIDE 500MG TABLETS 1	NICOTINAMIDE 500MG TABLETS 1	NULL	TABLETS	NULL	0	NICOTINAMIDE 500MG TABLETS 1	NULL	PRI	NULL	NULL	NULL	PRI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	43:08.7	NULL	NULL	0					
672440	AMFAC	N360-74CA83AF515C6481FCB8B1DD51E662C4	!UNMAPPED	NEUTRA-FLUOR TABLETS MR 1	NEUTRA-FLUOR 1	NULL	NULL	NULL	0	NEUTRA-FLUOR TABLETS MR 1	NULL	PRI	NULL	NULL	NULL	PRI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	49:42.6	NULL	NULL	0					
672884	AMFAC	N361-67391F54AFFAB62071600DEFB796B8EC	!UNMAPPED	NUTRAPLUS 10% CREAM 500GRM 1	NUTRAPLUS 10% CREAM 500GRM 1	NULL	NULL	NULL	0	NUTRAPLUS 10% CREAM 500GRM 1	NULL	REE	NULL	NULL	NULL	REE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	44:24.5	NULL	NULL	0					
673739	AMFAC	N615-6C85D87A7991A597022EF44B385B37A9	!UNMAPPED	NUROFEN PLUS TABLETS 30	NUROFEN PLUS TABLETS 30	NULL	TABLETS	NULL	0	NUROFEN PLUS TABLETS 30	NULL	PRI	NULL	NULL	NULL	PRI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	31:04.6	NULL	NULL	0					
672543	AMFAC	P530-8D6218255166D0153CE5EC331709FD6D	!UNMAPPED	PAINMATE PORTABLE TENS MACHINE 1	PAINMATE PORTABLE TENS MACHINE 1	NULL	NULL	NULL	0	PAINMATE PORTABLE TENS MACHINE 1	NULL	PRI	NULL	NULL	NULL	PRI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	40:27.0	NULL	NULL	0					
672544	AMFAC	P530-C0EE4B2AFD073FEAFA76484D4D69D75F	!UNMAPPED	PAINMATE PORT. TENS MACHINE REFILL 1	PAINMATE PORT. TENS MACHINE REFILL 1	NULL	NULL	NULL	0	PAINMATE PORT. TENS MACHINE REFILL 1	NULL	PRI	NULL	NULL	NULL	PRI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	40:27.0	NULL	NULL	0					
673489	AMFAC	P534-31E53AB4D71B9ECF9277A2110C0C0D40	!UNMAPPED	PANADOL 5-12 200ML 1	PANADOL 5-12 200ML 1	NULL	NULL	NULL	0	PANADOL 5-12 200ML 1	NULL	PRI	NULL	NULL	NULL	PRI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	09:04.1	NULL	NULL	0					
673253	AMFAC	P652-30AEB092DDAC2C6F5EB96EFB50A77F28	!UNMAPPED	PHARMACY CARE VITAMIN D CAP 25MCG 120	PHARMACY CARE VITAMIN D CAPSULES 25MCG 120	NULL	CAPSULES	25MCG	0	PHARMACY CARE VITAMIN D CAP 25MCG 120	NULL	PRI	NULL	NULL	NULL	PRI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	44:17.8	NULL	NULL	0					
605486	AMFAC	R262-CDDB942FC1EA3B902BE22492C47CB4E0	!UNMAPPED	RESOURCE THICKENING POWDER POWDER 900G 1	RESOURCE THICKENING POWDER POWDER 900G 1	NT	POWDER	900G	0	RESOURCE THICKENING POWDER POWDER 900G 1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:18.8	NULL	NULL	0					
672471	AMFAC	S400-F2D0A57BB33D0271A42946D6C74FAB5E	!UNMAPPED	SCHOLL COMPRESSION STOCKING *  0	SCHOLL COMPRESSION STOCKING 1	SY	NULL	NULL	0	SCHOLL COMPRESSION STOCKING *  0	NULL	PRI	NULL	NULL	NULL	PRI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	21:36.2	NULL	NULL	0					
672407	AMFAC	V355-3C8B1817CFB73C6495093FE4D99FDFEA	!UNMAPPED	VITAMIN D1000U CAPSULES 1000U 200	VITAMIN D1000U CAPSULES 1000U 200	NULL	CAPSULES	1000U	0	VITAMIN D1000U CAPSULES 1000U 200	NULL	PRI	NULL	NULL	NULL	PRI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	41:50.9	NULL	NULL	0					
672657	AQUARIUS	12293	PREX8	PREXUM	PERINDOPRIL	RX	TAB	10MG	30	PREXUM	9316731000129	E	4	9008D	117	E	NULL	9008D	NULL	NULL	NULL	NULL	NULL	11:35.2	34:36.1	NULL	1					
672804	AQUARIUS	12294	!UNMAPPED	PREXUM COMBI	INDAPAMIDE + PERINDOPRIL	RX	TAB	5+1.25MG	30	PREXUM COMBI	9316731000136	P	4	2845R	335	P	NULL	2845R	NULL	NULL	NULL	NULL	NULL	35:27.0	34:36.1	NULL	1					
673174	AQUARIUS	12562	!UNMAPPED	AQUACEL AG 403710	DRESSING ALGINATE	CC	DRES	15 X 15CM	5	AQUACEL AG 403710	NULL	R	4	10098L	3012	R	NULL	10098L	NULL	NULL	NULL	NULL	NULL	45:20.2	34:36.1	NULL	1					
673725	AQUARIUS	15327	ACAR4	ACARBOSE MYLAN	ACARBOSE	AF	TAB	50MG	90	ACARBOSE MYLAN	9323610011602	E	4	8188Y	2298	E	NULL	8188Y	NULL	NULL	NULL	NULL	NULL	20:36.3	34:36.1	NULL	1					
673555	AQUARIUS	15361	ADVA9	ADVANTAN	METHYLPREDNISOLONE ACEPONATE	BN	LOT	0.1% 20G	1	ADVANTAN	9310160823168	C	4	10838K	2234	C	NULL	10838K	NULL	NULL	NULL	NULL	NULL	23:47.3	34:36.1	NULL	1					
673501	AQUARIUS	15363	ADVA9	ADVANTAN	METHYLPREDNISOLONE ACEPONATE	BN	LOT	0.1% 20G	1	ADVANTAN	9310160823168	P	4	10830B	2234	P	NULL	10830B	NULL	NULL	NULL	NULL	NULL	07:06.8	34:36.1	NULL	1					
672488	AQUARIUS	15367	ToAskSame2	ADVANTAN	METHYLPREDNISOLONE ACEPONATE	BN	OINT	0.1% 15G	1	ADVANTAN	9310160823175	R	4	10834F	2234	R	NULL	10834F	NULL	NULL	NULL	NULL	NULL	23:14.3	34:36.1	NULL	1					
673738	AQUARIUS	15388	DIP2	DIPROSONE	BETAMETHASONE DIPROPIONATE	MK	CRM	0.05% 15G	1	DIPROSONE	9317935003138	G	4	10802M	875	G	NULL	10802M	NULL	NULL	NULL	NULL	NULL	27:22.3	34:36.1	NULL	1					
673199	AQUARIUS	15405	!UNMAPPED	ELOCON	MOMETASONE	MK	CRM	0.1% 15G	1	ELOCON	9317935004098	G	4	10809X	1178	G	NULL	10809X	NULL	NULL	NULL	NULL	NULL	34:28.5	34:36.1	NULL	1					
672479	AQUARIUS	15407	!UNMAPPED	ELOCON	MOMETASONE	MK	CRM	0.1% 15G	1	ELOCON	9317935004098	G	4	10818J	1178	G	NULL	10818J	NULL	NULL	NULL	NULL	NULL	40:22.4	34:36.1	NULL	1					
673716	AQUARIUS	15414	!UNMAPPED	ELOCON	MOMETASONE	MK	OINT	0.1% 15G	1	ELOCON	9317935004111	C	4	10814E	1178	C	NULL	10814E	NULL	NULL	NULL	NULL	NULL	00:17.3	34:36.1	NULL	1					
672667	AQUARIUS	15420	!UNMAPPED	MOMASONE	MOMETASONE	QA	CRM	0.1% 15G	1	MOMASONE	9316626103164	G	4	10815F	1178	G	NULL	10815F	NULL	NULL	NULL	NULL	NULL	42:43.9	34:36.1	NULL	1					
673019	AQUARIUS	15430	!UNMAPPED	NOVASONE	MOMETASONE	AF	CRM	0.1% 15G	1	NOVASONE	9317935013137	G	4	10818J	1178	G	NULL	10818J	NULL	NULL	NULL	NULL	NULL	30:21.0	34:36.1	NULL	1					
673726	AQUARIUS	15438	!UNMAPPED	NOVASONE	MOMETASONE	AF	OINT	0.1% 15G	1	NOVASONE	9317935013144	E	4	10828X	1178	E	NULL	10828X	NULL	NULL	NULL	NULL	NULL	20:36.3	34:36.1	NULL	1					
672569	AQUARIUS	15439	!UNMAPPED	NOVASONE	MOMETASONE	AF	OINT	0.1% 15G	1	NOVASONE	9317935013144	E	4	10793C	1178	E	NULL	10793C	NULL	NULL	NULL	NULL	NULL	02:13.4	34:36.1	NULL	1					
673414	AQUARIUS	15444	!UNMAPPED	ZATAMIL	MOMETASONE	EO	LOT	0.1% 30ML	1	ZATAMIL	9314839005237	G	4	10804P	1178	G	NULL	10804P	NULL	NULL	NULL	NULL	NULL	47:06.4	34:36.1	NULL	1					
605518	AQUARIUS	15482	PERI74	PERINDOPRIL APO	PERINDOPRIL	TX	TAB	5MG	30	PERINDOPRIL APO	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:18.9	NULL	NULL	0					
673680	AQUARIUS	15500	!UNMAPPED	PERINDO + AMLODIP 10/10 APO	PERINDOPRIL + AMLODIPINE	TX	TAB	10+10MG	30	PERINDO + AMLODIP 10/10 APO	NULL	G	4	9349C	984	G	NULL	9349C	NULL	NULL	NULL	NULL	NULL	31:27.9	34:36.1	NULL	1					
672411	AQUARIUS	15505	!UNMAPPED	PRAMIPEXOLE GP	PRAMIPEXOLE	AF	TAB-ER	750MCG	30	PRAMIPEXOLE GP	9323610011633	G	4	3419Y	876	G	NULL	3419Y	NULL	NULL	NULL	NULL	NULL	37:52.3	34:36.1	NULL	1					
673660	AQUARIUS	15507	PRAM27	PRAMIPEXOLE GP	PRAMIPEXOLE	AF	TAB-ER	3MG	30	PRAMIPEXOLE GP	NULL	C	4	3421C	876	C	NULL	3421C	NULL	NULL	NULL	NULL	NULL	57:55.1	34:36.1	NULL	1					
672441	AQUARIUS	15513	!UNMAPPED	ALENDRONATE PLUS D3 APO	ALENDRONATE +COLECALCIFEROL	TX	TAB	70MG+70MCG	4	ALENDRONATE PLUS D3 APO	9338475016051	P	4	2194L	742	P	NULL	2194L	NULL	NULL	NULL	NULL	NULL	52:17.3	34:36.1	NULL	1					
673384	AQUARIUS	15544	!UNMAPPED	MORPHINE JUNO	MORPHINE SULFATE	JU	AMP	10MG 1ML	5	MORPHINE JUNO	NULL	B	8W	10862Q	323	B	NULL	10862Q	NULL	NULL	NULL	NULL	NULL	35:07.9	34:36.1	NULL	1					
672829	AQUARIUS	15550	ATOM10	ATOMOXETINE AMNEAL	ATOMOXETINE	EA	CAP	18MG	28	ATOMOXETINE AMNEAL	NULL	E	4	9093N	656	E	NULL	9093N	NULL	NULL	NULL	NULL	NULL	00:30.2	34:36.1	NULL	1					
673751	AQUARIUS	15552	ATOM12	ATOMOXETINE AMNEAL	ATOMOXETINE	EA	CAP	40MG	28	ATOMOXETINE AMNEAL	NULL	C	4	9095Q	656	C	NULL	9095Q	NULL	NULL	NULL	NULL	NULL	28:23.0	34:36.1	NULL	1					
672968	AQUARIUS	15553	ATOM13	ATOMOXETINE AMNEAL	ATOMOXETINE	EA	CAP	60MG	28	ATOMOXETINE AMNEAL	NULL	G	4	9096R	656	G	NULL	9096R	NULL	NULL	NULL	NULL	NULL	17:53.5	34:36.1	NULL	1					
672788	AQUARIUS	15581	ToAsk	QUETIAPINE XR APO	QUETIAPINE	TX	TAB	200MG	60	QUETIAPINE XR APO	9338475025145	E	4	9203J	225	E	NULL	9203J	NULL	NULL	NULL	NULL	NULL	20:19.0	34:36.1	NULL	1					
672789	AQUARIUS	15582	QUET47	QUETIAPINE XR APO	QUETIAPINE	TX	TAB	300MG	60	QUETIAPINE XR APO	9338475025152	C	4	9204K	225	C	NULL	9204K	NULL	NULL	NULL	NULL	NULL	20:19.0	34:36.1	NULL	1					
672852	AQUARIUS	15583	ToAsk	QUETIAPINE XR APO	QUETIAPINE	TX	TAB	400MG	60	QUETIAPINE XR APO	NULL	C	4	9205L	225	C	NULL	9205L	NULL	NULL	NULL	NULL	NULL	51:21.7	34:36.1	NULL	1					
605519	AQUARIUS	21410|50194	!UNMAPPED	NULL	MODAFINIL	AW	NULL	NULL	NULL	MODAFINIL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:18.9	NULL	NULL	0					
605520	AQUARIUS	21410|50198	!UNMAPPED	NULL	SOMATROPIN	PF	NULL	NULL	NULL	SOMATROPIN	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:18.9	NULL	NULL	0					
673514	AQUARIUS	22259|50033	!UNMAPPED	NULL	NULL	TX	NULL	NULL	NULL	NULL	NULL	P	4	NULL	0	P	NULL	NULL	NULL	NULL	NULL	NULL	NULL	17:56.0	NULL	NULL	0					
605521	AQUARIUS	22601|50061	!UNMAPPED	NULL	INFLUENZA	SW	NULL	NULL	NULL	INFLUENZA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:18.9	NULL	NULL	0					
673648	AQUARIUS	22605|50046	!UNMAPPED	NULL	ZOLPIDEM	GH	NULL	NULL	NULL	ZOLPIDEM	NULL	P	4	NULL	343	P	NULL	NULL	NULL	NULL	NULL	NULL	NULL	37:57.5	NULL	NULL	0					
605522	AQUARIUS	22699|50227	!UNMAPPED	NULL	OLOPATADINE	TX	NULL	NULL	NULL	OLOPATADINE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:18.9	NULL	NULL	0					
673396	AQUARIUS	22779|40000	!UNMAPPED	NULL	NULL	XX	NULL	NULL	NULL	NULL	NULL	P	3	NULL	0	P	NULL	NULL	NULL	NULL	NULL	NULL	NULL	13:37.7	NULL	NULL	0					
588295	AQUARIUS	14650	TACR39	TACROLIMUS APO	TACROLIMUS	TX	CAP	1MG	100	TACROLIMUS APO	9338475022038	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	TACR39	14	04:52.7	59:06.3	59:06.3	0					
589459	AQUARIUS	14651	TACR39	TACROLIMUS APO	TACROLIMUS	TX	CAP	1MG	100	TACROLIMUS APO	9338475022038	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	TACR39	14	07:39.6	59:06.3	59:06.3	0					
583178	AQUARIUS	14652	TACR41	TACROLIMUS APO	TACROLIMUS	TX	CAP	5MG	50	TACROLIMUS APO	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	TACR41	14	03:49.7	59:06.3	59:06.3	0					
672412	AQUARIUS	14881	VORI7	VORICONAZOLE SZ	VORICONAZOLE	SZ	TAB	50MG	56	VORICONAZOLE SZ	9322838009231	G	4	9363T	518	G	NULL	9363T	NULL	NULL	NULL	NULL	NULL	40:23.8	34:36.1	NULL	1					
673745	AQUARIUS	21160|50116	!UNMAPPED	NULL	FINASTERIDE	RA	NULL	NULL	NULL	FINASTERIDE	NULL	P	4	NULL	16	P	NULL	NULL	NULL	NULL	NULL	NULL	NULL	34:05.9	NULL	NULL	0					
673503	AQUARIUS	22188|50224	!UNMAPPED	NULL	NULL	JC	NULL	NULL	NULL	NULL	NULL	P	4	NULL	0	P	NULL	NULL	NULL	NULL	NULL	NULL	NULL	30:36.3	NULL	NULL	0					
605523	AQUARIUS	22848	!UNMAPPED	MIRVASO	BRIMONIDINE	GA	GEL	5MG/G 10G	1	MIRVASO	9318637042838	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:18.9	NULL	NULL	0					
