DrugMaster_ID	SourceSystem_Code	Drug_Code	DrugMaster_Code	Drug_Description	AltDrug_Description	OriginalDrug_Description	Universal_Code	GenericDrugType_Code	Schedule_Code	Manufacturer_Name	GenNHS_Code	Form_Code	Strength_Code	Generic_Name	PackSize_Qty	Type_Code	Class_Code	PBS_Code	PackMultiplier_Number	OverridePackSize_Qty	Processed	AutoDMC_Code	FailureType_Code	Created_DateTime	LastUpdate_DateTime	Mapped_DateTime	PBSItemValid	Column 28
NULL	ZDISPENSE	EAFE04FE-DDD4-4457-AD2C-FAED65940C9C	!UNMAPPED	F/MANS FRIEND S/FREE MINT 25G	F/MANS FRIEND S/FREE MINT 25G	F/MANS FRIEND S/FREE MINT 25G	50819461	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	EB0FAE4D-A149-4A35-8178-3378B661FE1B	!UNMAPPED	PALMERS COCOA B LTN 250ML +SPF15 (1)	PALMERS COCOA B LTN 250ML +SPF15 (1)	PALMERS COCOA B LTN 250ML +SPF15 (1)	10181041457	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	EB492F16-3A16-4859-B5BA-E5B29090AAE7	!UNMAPPED	NATIO PURE AND GENTLE CLEANSING CREAM	NATIO PURE AND GENTLE CLEANSING CREAM	NATIO PURE AND GENTLE CLEANSING CREAM	9316542111519	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	EC6A13F7-5B10-4CDC-8885-4083548D44D6	!UNMAPPED	MELROSE A/CIDER VINGER DBL STR 500ML	MELROSE APPCIDER VING DBL/STR 500ML	MELROSE APPCIDER VING DBL/STR 500ML	9312628341818	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	EC8F5F2A-A838-450B-B01F-989999FC22D3	!UNMAPPED	ORADOSE	ORADOSE	ORADOSE	5666532623	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	ECBECB4F-7BD8-4A16-ABC4-E0816AD0F457	!UNMAPPED	CEFTRIAXONE SZ INJ 2G	CEFTRIAXONE SZ INJ 2G	CEFTRIAXONE SZ INJ 2G	9324052000209	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	ED60C1F9-A940-41E8-B0AE-A401B39CF7D2	!UNMAPPED	CM LORATADINE TAB 30	CM LORATIDINE TAB 10MG	CM LORATADINE TAB 30	9316100905871	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	ED62DADE-A27C-4802-B87C-77DC27B5B70F	!UNMAPPED	CODRAL DAYTIME/NIGHTIME TAB (S3) 48 #DIS	CODRAL DAYTIME/NIGHTIME TAB (S3) 48 #DIS	CODRAL DAYTIME/NIGHTIME TAB (S3) 48 #DIS	9310059061947	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	EDD874F2-95EE-421F-B997-AA75D7CFC294	!UNMAPPED	STRONG PAIN CM	STRONG PAIN CM TABLETS 10MG-500MG	STRONG PAIN CM	9316100664341	NULL	NULL	NULL	NULL	TABLETS	10MG-500MG	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	EE0BB023-CC15-4252-B9D5-F2F1C8251158	!UNMAPPED	GLYCOLIC ACID CETAPHIL	GLYCOLIC ACID CETAPHIL LOTION 15%	GLYCOLIC ACID CETAPHIL	NULL	NULL	NULL	NULL	NULL	LOTION	15%	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	EE44BC0E-7FDF-4E65-A057-348CC424B9F7	!UNMAPPED	OESTRIOL (IN AQUEOUS CREAM)	OESTRIOL (IN AQUEOUS CREAM) VAGINAL CREAM 1MG/G	OESTRIOL (IN AQUEOUS CREAM)	NULL	NULL	NULL	NULL	NULL	VAGINAL CREAM	1MG/G	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	EE5B36ED-FE29-403E-8EA1-B4CA22BEB689	!UNMAPPED	LOREAL REVATLIFT NIGHT CRM 50G	LOREAL REVATLIFT NIGHT CRM 50G	LOREAL REVATLIFT NIGHT CRM 50G	9312825697497	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	EED5FDE4-51E5-41E6-87D4-5CD8DCBFE328	!UNMAPPED	INTAL 1MG INHALER 200 DOSE CFC FREE	INTAL 1MG INHALER 200 DOSE CFC FREE	INTAL 1MG INHALER 200 DOSE CFC FREE	9321547991011	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	EFD1FAF3-85CE-46A9-8481-921862DB04FF	!UNMAPPED	NATURES WAY GLUC AND FISH OIL	NATURES WAY GLUC AND FISH OIL	NATURES WAY GLUC AND FISH OIL	9314807010959	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	F0018D57-B16F-41B1-B6CF-E4474F5AA223	!UNMAPPED	PHCY CARE LORATADINE 10MG 10	PHCY CARE LORATADINE 10MG 10	PHCY CARE LORATADINE 10MG 10	9341571004129	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	F0241DB3-33D6-4710-8173-DF7FDB2716F6	!UNMAPPED	BIOCEUTICALS BABY BIOTIC 100G	BIOCEUTICALS BABY BIOTIC 100G	BIOCEUTICALS BABY BIOTIC 100G	9328727009368	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	F0BCD84C-A20F-4ADB-BDFC-F1B5702FCC4D	!UNMAPPED	PHCY CARE SORB LTN 1LT PMP	PHCY CARE SORB LTN 1LT PMP	PHCY CARE SORB LTN 1LT PMP	9341571000114	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	F0E30DFA-60AB-48FC-892C-C96B6C91A2DA	!UNMAPPED	NOVOFINE 6MM NDL	NOVOFINE 6MM NDL	NOVOFINE 6MM NDL	9324627001884	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	F105F964-3C2E-43CE-992C-871A3AD4DC10	!UNMAPPED	MINAX 100 TAB 100MG  60	MINAX 100 TAB 100MG  60	MINAX 100 TAB 100MG  60	9323610002129	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	F1AACCD4-10A0-4BB5-9535-EBAFA1A0270A	!UNMAPPED	LIMBO M67 ADULT BELOW ELBOW STD	LIMBO M67 ADULT BELOW ELBOW STD	LIMBO M67 ADULT BELOW ELBOW STD	5060032041841	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	F1D42EE3-60B6-49FB-A556-8BB98A68CCAB	!UNMAPPED	BEXSERO-MEN-B PRE-FILLED SYNG 0.5ML 1	BEXSERO-MEN-B PRE-FILLED SYNG 0.5ML 1	BEXSERO-MEN-B PRE-FILLED SYNG 0.5ML 1	24083294	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	F1DB941B-24A5-4293-88E2-05F3516C0E50	!UNMAPPED	MYESSENTIAL NAIL FILE SAPPHIRE 17CM	MYESSENTIAL NAIL FILE SAPPHIRE 17CM	MYESSENTIAL NAIL FILE SAPPHIRE 17CM	9316100383112	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	F233A394-0310-4E4A-BF36-9A8A140611CC	!UNMAPPED	TRETINOIN 0.1% IN VERSABASE 25G	TRETINOIN 0.1% IN VERABASE 25G	TRETINOIN 0.1% IN VERSABASE 25G	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	F26357A2-6BD7-4702-8691-34CD3E89B979	!UNMAPPED	KOTEX U U/THIN REG WING 14	KOTEX U U/THIN REG WING 14	KOTEX U U/THIN REG WING 14	19310088008804	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	F2668504-B6D8-4814-9A2E-9E11D744332D	!UNMAPPED	SILVER NITRATE AQUEOUS	SILVER NITRATE AQUEOUS SOLUTION EXTERNAL 0.5%	SILVER NITRATE AQUEOUS	NULL	NULL	NULL	NULL	NULL	SOLUTION EXTERNAL	0.5%	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	F27079EF-B6CD-4E33-B8A4-B0CA144184AC	!UNMAPPED	PTG BLUETOOTH SPEAKER	PTG BLUETOOTH SPEAKER	PTG BLUETOOTH SPEAKER	9333527340801	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	F2DE5609-1624-4EF1-8251-3564C4AB2B4B	!UNMAPPED	NUTRACEUTICAL	NUTRACEUTICAL LIQUID 41 [100 DOSES]	NUTRACEUTICAL	NULL	NULL	NULL	NULL	NULL	LIQUID	41	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	F2E2FD38-3444-48A7-B66E-039D6903732B	!UNMAPPED	PHCY CARE O/LESS FISH CAP 200	PHCY CARE O/LESS FISH CAP 200	PHCY CARE O/LESS FISH CAP 200	9341571003962	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	F302954D-7188-472D-BCE4-E90A2442CA58	!UNMAPPED	FLUQUADRI PFS 0.5ML	FLUQUADRI PFS 0.5ML	FLUQUADRI PFS 0.5ML	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	F3380E0E-0D92-4EFB-88AD-099239949918	!UNMAPPED	FAULDING MVIT WMN TAB 50 + 60 TAB	FAULDING MULTI WOMENS 50+ TAB	FAULDING MVIT WMN TAB 50 + 60 TAB	9316100908230	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	F465C46B-9475-40A5-8C84-808051793263	!UNMAPPED	BREO ELLIPTA INHL 100/25MCG	BREO ELLIPTA 100/25 INHL 100MCG/25MCG 30D	BREO ELLIPTA INHL 100/25MCG	9322147013851	NULL	NULL	GK	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	F4CF24E4-1C54-427E-999E-232B011C1249	!UNMAPPED	TAB VIAL  8DR SCR/CLR	TAB VIAL  8DR SCR/CLR	TAB VIAL  8DR SCR/CLR	9315784000858	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	F4E56029-363C-4A87-B67C-C11183080059	!UNMAPPED	MIDAZOLAM APO	MIDAZOLAM APO AMPOULE 50MG/10ML	MIDAZOLAM APO	9338475018109	NULL	NULL	NULL	NULL	AMPOULE	50MG/10ML	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	F55DE342-3DB6-4F08-9788-3FA200AB1D10	!UNMAPPED	PEARS SOAP TRANS 3PK 125G	PEARS SOAP TRANS 3PK 125G	PEARS SOAP TRANS 3PK 125G	8901030006623	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	F59EB393-DD4A-4DE5-8110-751D6E1D222F	!UNMAPPED	TT S/SFT SOOTH BPA FREE 0-6M	TT S/SFT SOOTH BPA FREE 0-6M	TT S/SFT SOOTH BPA FREE 0-6M	360635	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	F6671AFA-6E32-4AA5-B72F-135FFFE5438D	!UNMAPPED	PHCY CARE MAGN TAB 100	PHCY CARE MAGN TAB 100	PHCY CARE MAGN TAB 100	9341571007076	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	F68D0885-AD79-488C-8F67-59CF6AEAA5CB	!UNMAPPED	CM LORATADINE TAB 100 NF  (6)	CM LORATADINE TAB 100 NF  (6)	CM LORATADINE TAB 100 NF  (6)	9316100669667	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	F6924C4D-3B6E-451A-B984-58E49C322FF3	!UNMAPPED	VITAMIN D3 600000	VITAMIN D3 600000	VITAMIN D3 600000	123456789012	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	F6AE2B84-1337-457C-8E8D-09EEE09EA8EB	!UNMAPPED	OPTIVE LUB E/DRP 15ML	OPTIVE LUB E/DRP 15ML	OPTIVE LUB E/DRP 15ML	9315195932410	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	F85ABEB9-E7B4-417F-B8D4-9C5F32CC82E0	!UNMAPPED	SUDAFED SINUS&NASAL DECON TABLETS 12	SUDAFED SINUS&NASAL DECON TABLETS 12	SUDAFED SINUS&NASAL DECON TABLETS 12	9310059064153	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	F87E11E5-E751-4B6E-988C-D9E69CD09AB5	!UNMAPPED	VENOSAN 4001 A-D MED LONG WITH TOES	VENOSAN 4001 A-D MED LONG WITH TOES	VENOSAN 4001 A-D MED LONG WITH TOES	7612141490065	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	F8ADC49C-41EE-44D8-8DA4-7AFF5C2DF15D	!UNMAPPED	PHCY CARE FEMINA V 6 DAY 35G	PHCY CARE FEMINA V 6 DAY 35G	PHCY CARE FEMINA V 6 DAY 35G	9341571004938	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	F8BC16BE-BB1E-47D8-A091-5338A2CCCA78	!UNMAPPED	NUTRACEUTICAL	NUTRACEUTICAL CAPSULES EC 586 FULL-STR	NUTRACEUTICAL	NULL	NULL	NULL	NULL	NULL	CAPSULES EC	586	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	F95030E9-2133-470C-A914-0AA1BEA584E6	!UNMAPPED	ZOVIRAX TUBE 2G	ZOVIRAX TUBE 2G	ZOVIRAX TUBE 2G	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	F96C3762-86B0-4921-AFAF-D7D9FF2333C5	!UNMAPPED	PILL CUTTER CLEAR	PILL CUTTER CLEAR	PILL CUTTER CLEAR	9312061433330	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	F9EA9B42-6E59-4EFE-9F1A-F4617F81BA9E	!UNMAPPED	EX/CARE STYL LACQUER SUPER 250	EX/CARE STYL LACQUER SUPER 250	EX/CARE STYL LACQUER SUPER 250	9310714467435	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	F9FA145E-446D-46FA-8BB2-6D4038DADB88	!UNMAPPED	VITAL CAL+D 600MG/500IU TAB	VITAL CAL+D 600MG/500IU TAB	VITAL CAL+D 600MG/500IU TAB	233717	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	FA205FCA-1D7A-4BCC-9D00-133B51DC7C2F	!UNMAPPED	DIFFLAM SOLUTION 200ML	DIFFLAM SOLN 0.15% 200ML	DIFFLAM SOLUTION 200ML	9314057001394	NULL	NULL	MM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	FA4A04E7-5E98-4105-A0E7-D6B9A6655155	!UNMAPPED	OMEPRAZOLE 6MG/ML SUSPENSION 50ML	OMEPRAZOLE 6MG/ML SUSPENSION 50ML	OMEPRAZOLE 6MG/ML SUSPENSION 50ML	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	FB0CF912-4EB8-47E6-90C1-8670C8F17F6D	!UNMAPPED	DEPEND U/W SUPER LRG 8PK CT4	DEPEND U/W SUPER LRG 8PK CT4	DEPEND U/W SUPER LRG 8PK CT4	9310088010350	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	FCB83415-F35E-4B48-B928-299375640B60	!UNMAPPED	DHEA PROGESTERONE	DHEA PROGESTERONE CAPSULES 5MG 60MG	DHEA PROGESTERONE	NULL	NULL	NULL	NULL	NULL	CAPSULES	5MG 60MG	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	FCE07C3D-48A0-4552-96BA-21B427971055	!UNMAPPED	NEXCARE SENS SKIN TAPE 25MM	NEXCARE SENS SKIN TAPE 25MM	NEXCARE SENS SKIN TAPE 25MM	51131200357	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	FE38990B-B1A8-4510-825A-A156B7CFEF3E	!UNMAPPED	NO T/STRENGTH GRLC C & HRADISH (100)	NO T/STRENGTH GRLC C & HRADISH (100)	NO T/STRENGTH GRLC C & HRADISH (100)	9316090016755	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	FE6EF382-3206-4C26-A461-3473D11F4535	!UNMAPPED	WEBSTERPACK BLUE FRAME	WEBSTERPACK BLUE FRAME	WEBSTERPACK BLUE FRAME	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	FE82508E-CCB3-49A7-B5B7-E999468E5B07	!UNMAPPED	KETOROLAC APO	KETOROLAC APO AMPOULE 10MG/1ML 1ML	KETOROLAC APO	9338475014910	NULL	NULL	NULL	NULL	AMPOULE	10MG/1ML	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	FF08A53F-FAD6-477F-A3AA-1217E5ACD306	!UNMAPPED	MELATONIN 5MG 20 CAPS	MELATONIN 5MG 20 CAPS	MELATONIN 5MG 20 CAPS	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	FF5CD91B-62A8-42DB-AD10-78BB4F28F6BB	!UNMAPPED	PHCY CARE PARACODEINE EXTRA 500/15MG 20	PHCY CARE PARACODEINE EXTRA 500/15MG 20	PHCY CARE PARACODEINE EXTRA 500/15MG 20	9341571002712	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	FFB41D78-FABA-467A-8C8C-D60750749CF7	!UNMAPPED	TRUST DIFENAC 25MG TAB 30	TRUST DIFENAC 25MG TAB 30	TRUST DIFENAC 25MG TAB 30	9339218003048	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	FFF26A75-9F3B-42EC-827B-30546FD57930	!UNMAPPED	PREXUM	PREXUM TABLETS 10MG	PREXUM	9316731000129	NULL	NULL	RX	NULL	TABLETS	10MG	NULL	30	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	AQUARIUS	42148|50273	!UNMAPPED	NULL	FAMCICLOVIR	FAMCICLOVIR	NULL	NULL	NULL	TX	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	AQUARIUS	42150|50265	!UNMAPPED	NULL	MUPIROCIN	MUPIROCIN	NULL	NULL	NULL	IM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	CDC	1990078924|RW	!UNMAPPED	AUSFAM 20	NULL	AUSFAM 20	NULL	NULL	NULL	RW	NULL	TABS	20MG	NULL	60	NULL	NULL	2487X	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	CDC	1990129404|QA	!UNMAPPED	CORTIC-DS 1%	NULL	CORTIC-DS 1%	NULL	NULL	NULL	QA	NULL	OINT	1% 30G	NULL	1	NULL	NULL	10831C	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	LOTS	16168	!UNMAPPED	NULL	RILUZOLE 50MG TAB (CR)	RILUZOLE 50MG TAB (CR)	9339218002829	NULL	NULL	CR	NULL	TABLETS	50MG	NULL	56	NULL	NULL	8664B	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	LOTS	17290	!UNMAPPED	NULL	CYCLOPENTOLATE HCL 0.5% EYE DROPS (SN)	CYCLOPENTOLATE HCL 0.5% EYE DROPS (SN)	9320344000117	NULL	NULL	SN	NULL	EYE DROPS	0.5%	NULL	20	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	LOTS	17633	!UNMAPPED	NULL	CLINDAMYCIN 600MG/4ML INJ (AF)	CLINDAMYCIN 600MG/4ML INJ (AF)	9323610010490	NULL	NULL	AF	NULL	VIAL	600MG/4ML	NULL	10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	LOTS	17657	!UNMAPPED	NULL	CITRULLINE 1G TAB 300 (OH)	CITRULLINE 1G TAB 300 (OH)	7350059341061	NULL	NULL	OH	NULL	TABLETS	1G 300	NULL	1	NULL	NULL	10736C	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	LOTS	17821	!UNMAPPED	NULL	ONDANSETRON 8MG TAB-DIS (GQ)	ONDANSETRON 8MG TAB-DIS (GQ)	9334926003373	NULL	NULL	GQ	NULL	TABLETS DISINTEGRATING	8MG	NULL	4	NULL	NULL	5471Y	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	LOTS	17823	!UNMAPPED	NULL	HYDROCORTISONE 1% CREAM 30G (P4)	HYDROCORTISONE 1% CREAM 30G (P4)	9341571011042	NULL	NULL	P4	NULL	CREAM	1%, 30G	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	LOTS	17897	!UNMAPPED	NULL	QUETIAPINE 200MG SR T (TX)	QUETIAPINE 200MG SR T (TX)	9338475025145	NULL	NULL	TX	NULL	TABLETS MR	200MG	NULL	60	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
